id,label,type,group,note
ref_viajes_nueva_york,Viajes: Nueva York,reference,Personales y biográficas,"…a clases de Jacques Maritain. Acababa de irse Thomas Mann. Venían compañías de teatro de Nueva York todos los fines de semana. en fin, era un ambiente que para un muchacho como yo que venía…"
ref_viajes_barcelona,Viajes: Barcelona,reference,Personales y biográficas,"…ómetros y se caía al mar, que era lo máximo que podía hacer. Entonces, luego nos fuimos a Barcelona, vivimos un tiempo en Barcelona, y cuando estábamos como agobiados de tanta gente, de tan…"
ref_viajes_zaragoza,Viajes: Zaragoza,reference,Personales y biográficas,…de Chile tengo una niña que nació en Madrid que habla con acento español nosotros decimos Zaragoza y dice Zaragoza nosotros en vez de decir habitación decimos pieza y dice pieza y cosas as…
ref_armando_donoso,Armando Donoso,reference,Personales y biográficas,"…s en el campo de las letras? Ah, sí, muchos. Muchos. Muchos. Ricardo Donoso, historiador, Armando Donoso, crítico literario, un tío, Elidoro Yañez, que fue político y escritor. Armando Donoso es…"
ref_ricardo_donoso,Ricardo Donoso,reference,Personales y biográficas,"…ntelectual. ¿Hubo antecedentes en el campo de las letras? Ah, sí, muchos. Muchos. Muchos. Ricardo Donoso, historiador, Armando Donoso, crítico literario, un tío, Elidoro Yañez, que fue político…"
ref_eliodoro_yanez,Eliodoro Yáñez,reference,Personales y biográficas,"…. Muchos. Muchos. Ricardo Donoso, historiador, Armando Donoso, crítico literario, un tío, Elidoro Yañez, que fue político y escritor. Armando Donoso es aquel famoso escritor del Mercurio.…"
ref_maria_flora_yanez,María Flora Yáñez,reference,Personales y biográficas,"…u madre? Mi madre pertenece a una familia de grandes inteligencias, digamos, una tía mía, María Flora Yañez, escritora, un primo José Rafael Echeverría, filósofo, otro primo escritor también.…"
ref_jose_rafael_echeverria,José Rafael Echeverría,reference,Personales y biográficas,"…ia de grandes inteligencias, digamos, una tía mía, María Flora Yañez, escritora, un primo José Rafael Echeverría, filósofo, otro primo escritor también. Es decir, había una atmósfera en que esto se resp…"
ref_didier_coste_traductor_al_frances,Didier Coste (traductor al francés),reference,Personales y biográficas,"…egada ahí fue curiosa porque fui a través de mi traductor al francés, o sea, que se llama Didier Coste, que me escribía cartas preguntándome, por ejemplo, qué significa traje de baño, bañador,…"
ref_coronacion,Coronación,reference,Culturales y artísticas,…men en el año 55 todos ellos hay otro en el año 1960 pero quizá no sé si hay alguno antes Coronación viene antes. Coronación. Que fue en el 58. Exacto. Coronación es la primera novela de Jos…
ref_el_lugar_sin_limites,El lugar sin límites,reference,Culturales y artísticas,…ribí este libro de una brizna de esa de ese árbol tan frondoso se desgajó otra novela eso el lugar sin límites que probablemente yo pienso que es una de las novelas más definitorias del estilo y de la…
ref_el_obsceno_pajaro_de_la_noche,El obsceno pájaro de la noche,reference,Culturales y artísticas,"…¡Gracias! Este libro, El escenopájaro de la noche, es un libro que ha nacido en un entorno un tanto tormentoso y complicado, al cual se har…"
ref_el_obsceno_pajaro_de_la_noche_2,El obsceno pájaro de la noche,reference,Culturales y artísticas,…México con mi mujer y y ahí ya desesperado yo con no poder escribir no poder terminar el obsceno pájaro le saqué como quien dijera una ramita al obsceno pájaro ocho líneas y dije con esto voy a…
ref_el_obsceno_pajaro_de_la_noche_3,El obsceno pájaro de la noche,reference,Culturales y artísticas,…er el premio biblioteca breve que ese año quedó desierto que era el año que concursaba el Opseno Paja y que era el año en que debía haber sido premio biblioteca breve si no hubiesen ocurrido…
ref_casa_de_campo,Casa de campo,reference,Culturales y artísticas,…Donoso aparte de pasar una temporada en París? estoy escribiendo una novela que se llama Casa de Campo hablando de la chilenidad tal vez el Opseno Paja de la noche sea la última novela chilena…
ref_tres_novelitas_burguesas,Tres novelitas burguesas,reference,Culturales y artísticas,…pasa? escribo la historia personal del boom que no es un libro chileno luego escribo las tres novelitas burguesas que es un retrato de la burguesía intelectual catalana es un libro divertido de tres nove…
ref_mario_vargas_llosa,Mario Vargas Llosa,reference,Culturales y artísticas,…nta los nombres en punta son los de siempre los de siempre Gabriel García Márquez y Mario Mario Vargas Llosa Carlos Fuentes Cortázar digamos punto esos son en mi generación los cuatro líderes yo dir…
ref_carlos_fuentes,Carlos Fuentes,reference,Culturales y artísticas,…punta son los de siempre los de siempre Gabriel García Márquez y Mario Mario Vargas Llosa Carlos Fuentes Cortázar digamos punto esos son en mi generación los cuatro líderes yo diría que sí yo di…
ref_julio_cortazar,Julio Cortázar,reference,Culturales y artísticas,…e siempre los de siempre Gabriel García Márquez y Mario Mario Vargas Llosa Carlos Fuentes Cortázar digamos punto esos son en mi generación los cuatro líderes yo diría que sí yo diría que s…
ref_gabriel_garcia_marquez,Gabriel García Márquez,reference,Culturales y artísticas,…deres los nombres en punta los nombres en punta son los de siempre los de siempre Gabriel García Márquez y Mario Mario Vargas Llosa Carlos Fuentes Cortázar digamos punto esos son en mi generació…
ref_carlos_barral_editor,Carlos Barral (editor),reference,Culturales y artísticas,…en que había esa escisión dentro de la editorial Seis y Barral que acabó con la marcha de Carlos Barral y la fundación de su editora aparte ¿qué pasó exactamente? pasó exactamente que Carlos Ba…
ref_seix_barral_editorial,Seix Barral (editorial),reference,Culturales y artísticas,…biblioteca breve fue exacto en momentos en que había esa escisión dentro de la editorial Seis y Barral que acabó con la marcha de Carlos Barral y la fundación de su editora aparte ¿qué pasó ex…
ref_el_mercurio_diario,El Mercurio (diario),reference,Culturales y artísticas,"…tío, Elidoro Yañez, que fue político y escritor. Armando Donoso es aquel famoso escritor del Mercurio. Exacto. Que yo no sabía si estaba o no emparentado con... Sí, es primo de mi padre. Con…"
ref_arturo_ripstein_director,Arturo Ripstein (director),reference,Culturales y artísticas,"…no hacerla entonces se vendió a un joven un hombre muy joven que hace películas en México Arturo Ripstein y no se tiene ni idea del staff ni de no, no, nada porque esto se acaba de vender esto ac…"
ref_adaptacion_cinematografica_de_el_lugar_sin_limites,Adaptación cinematográfica de 'El lugar sin límites',reference,Culturales y artísticas,…ribí este libro de una brizna de esa de ese árbol tan frondoso se desgajó otra novela eso el lugar sin límites que probablemente yo pienso que es una de las novelas más definitorias del estilo y de la…
ref_wagner,Wagner,reference,Culturales y artísticas,"…amos, de niño muy chico. Me acuerdo cuando me llamó el Lohengrin, mi padre de chico, gran wagneriano, mi padre. Y conocían mejor Wagner, por supuesto, que su propio hijo, claro. Pero por…"
ref_lohengrin_opera,Lohengrin (ópera),reference,Culturales y artísticas,"…cuál es el tema de la Valkiria, digamos, de niño muy chico. Me acuerdo cuando me llamó el Lohengrin, mi padre de chico, gran wagneriano, mi padre. Y conocían mejor Wagner, por supuesto, que…"
ref_la_valkiria_die_walkure,La Valkiria (Die Walküre),reference,Culturales y artísticas,"…friedo, sobre cuál es el tema de la espada, cuál es el tema del fuego, cuál es el tema de la Valkiria, digamos, de niño muy chico. Me acuerdo cuando me llamó el Lohengrin, mi padre de chico,…"
ref_bayreuth_festival_wagneriano,Bayreuth (festival wagneriano),reference,Culturales y artísticas,"…música realmente. Entonces, venía, ayer estuve oyendo la transmisión de Siegfriedo desde Bayreuth y me acuerdo las peleas con mi padre de niño chico sobre Siegfriedo, sobre cuál es el tem…"
ref_universidad_de_princeton,Universidad de Princeton,reference,Pensamiento y conocimiento,"…alaceite. Después de eso, el año recién pasado, estuvimos un año en Estados Unidos, en la Universidad de Princeton y en la Universidad de Dartmouth, enseñando, y luego volvimos y nos instalamos en Sitges,…"
ref_princeton_ciudad_universidad,Princeton (ciudad/universidad),reference,Pensamiento y conocimiento,"…és de eso, el año recién pasado, estuvimos un año en Estados Unidos, en la Universidad de Princeton y en la Universidad de Dartmouth, enseñando, y luego volvimos y nos instalamos en Sitges,…"
ref_universidad_de_dartmouth,Universidad de Dartmouth,reference,Pensamiento y conocimiento,"…recién pasado, estuvimos un año en Estados Unidos, en la Universidad de Princeton y en la Universidad de Dartmouth, enseñando, y luego volvimos y nos instalamos en Sitges, recién ahora. Entonces estoy muy…"
ref_dartmouth_college,Dartmouth (college),reference,Pensamiento y conocimiento,"…estuvimos un año en Estados Unidos, en la Universidad de Princeton y en la Universidad de Dartmouth, enseñando, y luego volvimos y nos instalamos en Sitges, recién ahora. Entonces estoy muy…"
ref_universidad_de_chile,Universidad de Chile,reference,Pensamiento y conocimiento,"…buelos fueron abogados. Un bisabuelo abogado. Yo soy la cuarta generación que pasa por la Universidad de Chile, lo que ya en Latinoamérica es bastante. Es mucho. Entonces, mi casa ha sido una casa de,…"
ref_jacques_maritain,Jacques Maritain,reference,Pensamiento y conocimiento,…s por debajo de mi ventana. Estaba casi de Cid como profesor de piano. Yo iba a clases de Jacques Maritain. Acababa de irse Thomas Mann. Venían compañías de teatro de Nueva York todos los fines de…
ref_virginia_woolf_poetica_tecnica,Virginia Woolf (poética / técnica),reference,Pensamiento y conocimiento,…estimonio que escribían los escritores ingleses del Bloomsbury Group digamos del grupo de Virginia Woolf etcétera etcétera sobre su vida y milagros un libro no demasiado científico sino que pers…
ref_santiago,Santiago,reference,Contexto socio-histórico,"…proyecta con un mayor vigor. Claro, claro. José Donoso es chileno, nacido exactamente en Santiago de Chile, el año 1924. En una familia, dícese, que de médicos y de abogados. Supongo que…"
ref_santiago_de_chile,Santiago de Chile,reference,Contexto socio-histórico,"…proyecta con un mayor vigor. Claro, claro. José Donoso es chileno, nacido exactamente en Santiago de Chile, el año 1924. En una familia, dícese, que de médicos y de abogados. Supongo que algo más…"
ref_chile,Chile,reference,Contexto socio-histórico,"…la venta otra obra este domingo, que ya había aparecido en 1966 en México y más tarde en Chile. José Donoso es un gran escritor chileno que desde hace algunos años vive entre nosotros…"
ref_barcelona,Barcelona,reference,Contexto socio-histórico,"…ómetros y se caía al mar, que era lo máximo que podía hacer. Entonces, luego nos fuimos a Barcelona, vivimos un tiempo en Barcelona, y cuando estábamos como agobiados de tanta gente, de tan…"
ref_sitges,Sitges,reference,Contexto socio-histórico,"…os en España. Primero eligió su residencia en La Blanca Subur, cerca de la playa rubia de Sitges, y posteriormente, en una de sus andanzas por el país, se enamoró de Cal Aceite en la pro…"
ref_la_blanca_subur,La Blanca Subur,reference,Contexto socio-histórico,"…ue desde hace algunos años vive entre nosotros en España. Primero eligió su residencia en La Blanca Subur, cerca de la playa rubia de Sitges, y posteriormente, en una de sus andanzas por el país,…"
ref_calaceite,Calaceite,reference,Contexto socio-histórico,"…nces en nuestras andanzas llegamos a un pueblito de Teruel, del Bajo Teruel, que se llama Calaceite. La llegada ahí fue curiosa porque fui a través de mi traductor al francés, o sea, que se…"
ref_teruel,Teruel,reference,Contexto socio-histórico,"…iormente, en una de sus andanzas por el país, se enamoró de Cal Aceite en la provincia de Teruel, y ahí es donde tiene actualmente su residencia. De cualquier modo, traer aquí a José Don…"
ref_paris,París,reference,Contexto socio-histórico,"…irá todo lo que tenga que decir al respecto, no ha sido tan fácil porque Donoso estaba en París, donde suele pasar algunas temporadas. De cualquier modo, de esta y de otras cosas vamos…"
ref_nueva_york,Nueva York,reference,Contexto socio-histórico,"…a clases de Jacques Maritain. Acababa de irse Thomas Mann. Venían compañías de teatro de Nueva York todos los fines de semana. en fin, era un ambiente que para un muchacho como yo que venía…"
ref_mallorca,Mallorca,reference,Contexto socio-histórico,"…ue corregirte un poco la plana. En realidad yo llegué a España hace nueve años y llegué a Mallorca. Y viví en Mallorca dos años. Después de ahí me ahogó la isla, había una cosa claustrofób…"
ref_magallanes,Magallanes,reference,Contexto socio-histórico,"…y era muy difícil llegar a Estados Unidos porque había cuota. Entonces, lo más lejos era Magallanes. Entonces, me fui a Magallanes, conseguí trabajo de pastor en una hacienda y le escribí a…"
ref_zaragoza,Zaragoza,reference,Contexto socio-histórico,…de Chile tengo una niña que nació en Madrid que habla con acento español nosotros decimos Zaragoza y dice Zaragoza nosotros en vez de decir habitación decimos pieza y dice pieza y cosas as…
ref_colorado,Colorado,reference,Contexto socio-histórico,…ca y me fui a Estados Unidos en Estados Unidos en la Universidad de los Montes Rocosos de Colorado tuve un ataque de úlcera espantoso y el pájaro estaba ahí el pájaro me estaba comiendo la…
ref_montes_rocosos,Montes Rocosos,reference,Contexto socio-histórico,…mi hija en Mallorca y me fui a Estados Unidos en Estados Unidos en la Universidad de los Montes Rocosos de Colorado tuve un ataque de úlcera espantoso y el pájaro estaba ahí el pájaro me estaba…
ref_virginia,Virginia,reference,Contexto socio-histórico,…estimonio que escribían los escritores ingleses del Bloomsbury Group digamos del grupo de Virginia Woolf etcétera etcétera sobre su vida y milagros un libro no demasiado científico sino qu…
ref_bayreuth,Bayreuth,reference,Contexto socio-histórico,"…música realmente. Entonces, venía, ayer estuve oyendo la transmisión de Siegfriedo desde Bayreuth y me acuerdo las peleas con mi padre de niño chico sobre Siegfriedo, sobre cuál es el tem…"
ref_biblioteca_breve_premio,Biblioteca Breve (premio),reference,Contexto socio-histórico,…ancias que probablemente perjudicaron al libro que fue todo ese jaleo tremendo del premio biblioteca breve fue exacto en momentos en que había esa escisión dentro de la editorial Seis y Barral que…
ref_wagons_lits_cook_empresa_de_viajes,Wagons-Lits & Cook (empresa de viajes),reference,Contexto socio-histórico,"…eno, si no querés estudiar, no estudias, te voy a buscar un puesto. Me buscó un puesto en Wagón Litzkuk, en mi primer empleo, tal vez un presagio de mi sandanza futura. y claro, me echaron a lo…"
ref_buenos_aires,Buenos Aires,reference,Contexto socio-histórico,"…duró un año. Qué inteligente que era el papá, ¿no? Es. Es. Es. Entonces, de ahí me fui a Buenos Aires, estuve trabajando en el puerto en Buenos Aires un cuánto, unos seis, ocho meses, y pasó…"
ref_montserrat,Montserrat,reference,Contexto socio-histórico,…hubiesen ocurrido todas esas cosas además estaban ocurriendo otras cosas la encerrada en Montserrat acordarse entonces había toda una pelea de todos lados con la cosa del boom bien y sin em…
ref_virginia_woolf,Virginia Woolf,reference,Culturales y artísticas,…estimonio que escribían los escritores ingleses del Bloomsbury Group digamos del grupo de Virginia Woolf etcétera etcétera sobre su vida y milagros un libro no demasiado científico sino que pers…
ref_humberto_penalosa_personaje,Humberto Peñalosa (personaje),reference,Culturales y artísticas,…ejes centrales en ese libro uno es un personaje mutante que es el mudito que es Humberto Peñalosa que es el secretario de Don Jerónimo que tiene muchas transmutaciones siguiendo siendo el…
ref_teresa_vergara_personaje,Teresa Vergara (personaje),reference,Culturales y artísticas,…no está dedicado a mi madre ni a mi padre ni a mis hermanos ni a mis tíos está dedicado a Teresa Vergara que no sabe leer que es la criada que hizo de una segunda madre mía que estuvo en casa de…
ref_don_jeronimo_personaje,Don Jerónimo (personaje),reference,Culturales y artísticas,…es un personaje mutante que es el mudito que es Humberto Peñalosa que es el secretario de Don Jerónimo que tiene muchas transmutaciones siguiendo siendo el mismo personaje ¿verdad? y el otro e…
ref_estados_unidos,Estados Unidos,reference,Contexto socio-histórico,"…samos cuatro años en Calaceite. Después de eso, el año recién pasado, estuvimos un año en Estados Unidos, en la Universidad de Princeton y en la Universidad de Dartmouth, enseñando, y luego volv…"
ref_mexico,México,reference,Contexto socio-histórico,"…spaña se haya puesto a la venta otra obra este domingo, que ya había aparecido en 1966 en México y más tarde en Chile. José Donoso es un gran escritor chileno que desde hace algunos años…"
